Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",MC1057,Worthington,40.1606659140,-74.0181320765,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:54,10,"Imported from old, last updated: [2021-06-29 13:02:20.025363]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1058,Washington,40.1531230763,-74.0207405113,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:48,10,"Imported from old, last updated: [2021-06-29 13:02:20.026289]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1059,"Essex Ave",40.1458715494,-74.0229989892,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:42,10,"Imported from old, last updated: [2021-06-29 13:02:20.027041]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1060,"Brown Ave S",40.1386877468,-74.0250879064,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:30,10,"Imported from old, last updated: [2021-06-29 13:02:20.027773]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1062,"Neptune Pl",40.1247816601,-74.0296142220,"Sea Girt Borough","Monmouth County",Primary,Ocean,06/28/2021,07:11,10,"Imported from old, last updated: [2021-06-29 13:02:20.020764]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1065,"7th Ave",40.2266481207,-73.9966637716,"Asbury Park City","Monmouth County",Primary,Ocean,06/28/2021,07:40,10,"Imported from old, last updated: [2021-06-29 13:02:19.997569]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1067,"The Terrace",40.1376253671,-74.0253175824,"Sea Girt Borough","Monmouth County",Primary,Ocean,06/28/2021,07:47,10,"Imported from old, last updated: [2021-06-29 13:02:20.021355]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1070,"York Ave",40.1399664673,-74.0248346537,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:33,10,"Imported from old, last updated: [2021-06-29 13:02:20.029073]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1071,"Union Ave",40.1409751444,-74.0245880201,"Spring Lake Borough","Monmouth County",Primary,Ocean,06/28/2021,06:37,10,"Imported from old, last updated: [2021-06-29 13:02:20.030207]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1072,"Beacon Blvd",40.1361470507,-74.0258325645,"Sea Girt Borough","Monmouth County",Primary,Ocean,06/28/2021,07:39,10,"Imported from old, last updated: [2021-06-29 13:02:20.021973]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1075,20th,40.1683779799,-74.0156648801,"Belmar Borough","Monmouth County",Primary,Ocean,06/28/2021,08:00,10,"Imported from old, last updated: [2021-06-29 13:02:20.001084]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1081,Baltimore,40.1319978699,-74.0272616136,"Sea Girt Borough","Monmouth County",Primary,Ocean,06/28/2021,07:20,10,"Imported from old, last updated: [2021-06-29 13:02:20.023046]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1082,"New York Blvd",40.1330808595,-74.0268899586,"Sea Girt Borough","Monmouth County",Primary,Ocean,06/28/2021,07:29,10,"Imported from old, last updated: [2021-06-29 13:02:20.024194]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1083,"Spray Ave.",40.2154108696,-74.0003227451,"Neptune Township","Monmouth County",Primary,Ocean,06/28/2021,07:05,10,"Imported from old, last updated: [2021-06-29 13:02:20.018905]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1084,"Imperial House",40.2774808730,-73.9829927536,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:20,10,"Imported from old, last updated: [2021-06-29 13:02:20.012277]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1096,"Inlet Surfing Beach, Riverside Dr.",40.1036598447,-74.0338439653,"Manasquan Borough","Monmouth County",Primary,Ocean,06/28/2021,06:44,10,"Imported from old, last updated: [2021-06-29 13:02:20.013474]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1098S,"Army Rec. Beach North",40.4702497325,-73.9957940728,"Middletown Township","Monmouth County",Primary,Ocean,06/28/2021,08:12,10,"Imported from old, last updated: [2021-06-29 13:02:20.014404]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1128S,"Hathaway Avenue Beach",40.2403590000,-73.9933540000,"Deal Borough","Monmouth County",Primary,Ocean,06/28/2021,08:15,10,"Imported from old, last updated: [2021-06-29 13:02:20.004259]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1142S,"Area E Visitor Center South",40.4254510000,-73.9819930000,"Middletown Township","Monmouth County",Primary,Ocean,06/28/2021,07:49,10,"Imported from old, last updated: [2021-06-29 13:02:20.015208]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1180S,"Philips Ave",40.2531891338,-73.9893334896,"Deal Borough","Monmouth County",Primary,Ocean,06/28/2021,08:35,10,"Imported from old, last updated: [2021-06-29 13:02:20.004895]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1187S,"Rumson Rd",40.3651040000,-73.9716240000,"Sea Bright Borough","Monmouth County",Primary,Ocean,06/28/2021,07:22,10,"Imported from old, last updated: [2021-06-29 13:02:20.020079]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1300,"5th Ave.",40.1816360000,-74.0104830000,"Belmar Borough","Monmouth County",Primary,Ocean,06/28/2021,08:18,10,"Imported from old, last updated: [2021-06-29 13:02:20.001856]",CFU/100mL,Enterococcus,K
"Environmental Coastal Monitoring",MCSH4G,Gunnison,40.4617287200,-73.9888740000,"Middletown Township","Monmouth County",Primary,Ocean,06/28/2021,08:02,10,"Imported from old, last updated: [2021-06-29 13:02:20.015916]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MCSH8C,"C Beach",40.4178780400,-73.9800659800,"Middletown Township","Monmouth County",Primary,Ocean,06/28/2021,07:38,10,"Imported from old, last updated: [2021-06-29 13:02:20.016457]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1000,"10th St North",39.4114907609,-74.3552985628,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:59,5,"Imported from old, last updated: [2021-06-29 14:59:28.141729]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1003,"Bramble Drive",39.3804348471,-74.3932847271,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:20,5,"Imported from old, last updated: [2021-06-29 14:59:28.219392]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1029S,"Gladstone Ave",39.3265834731,-74.4970211503,"Margate City","Atlantic County",Primary,Ocean,06/28/2021,08:19,5,"Imported from old, last updated: [2021-06-29 14:59:28.294724]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1036,"5th St North",39.4085429980,-74.3586034368,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:49,5,"Imported from old, last updated: [2021-06-29 14:59:28.369307]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1039,"7th St South",39.4023224645,-74.3647530195,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:43,5,"Imported from old, last updated: [2021-06-29 14:59:28.440902]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1041S,"16th St South",39.3973272486,-74.3706442138,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:36,5,"Imported from old, last updated: [2021-06-29 14:59:28.509794]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1046S,"Austin Ave",39.3412255180,-74.4656917746,"Ventnor City","Atlantic County",Primary,Ocean,06/28/2021,08:37,5,"Imported from old, last updated: [2021-06-29 14:59:28.582409]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1050S,"Clermont Ave",39.3285573692,-74.4933741812,"Margate City","Atlantic County",Primary,Ocean,06/28/2021,08:22,5,"Imported from old, last updated: [2021-06-29 14:59:28.656861]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1061S,"13th Ave",39.3041822964,-74.5331354887,"Longport Borough","Atlantic County",Primary,Ocean,06/28/2021,07:49,5,"Imported from old, last updated: [2021-06-29 14:59:28.730658]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1062S,"Sandy Ln",39.3751485060,-74.4008184461,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:15,5,"Imported from old, last updated: [2021-06-29 14:59:28.80084]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1086,"19th St",39.3075493207,-74.5287636570,"Longport Borough","Atlantic County",Primary,Ocean,06/28/2021,08:00,5,"Imported from old, last updated: [2021-06-29 14:59:28.869214]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1087,"33rd St",39.3151885461,-74.5175992810,"Longport Borough","Atlantic County",Primary,Ocean,06/28/2021,08:08,5,"Imported from old, last updated: [2021-06-29 14:59:28.935768]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1088,Washington,39.3188818656,-74.5106337383,"Margate City","Atlantic County",Primary,Ocean,06/28/2021,08:13,5,"Imported from old, last updated: [2021-06-29 14:59:29.00721]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1089,"New Haven",39.3340560031,-74.4817860225,"Ventnor City","Atlantic County",Primary,Ocean,06/28/2021,08:30,5,"Imported from old, last updated: [2021-06-29 14:59:29.083023]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1090,"43rd St South",39.3845520871,-74.3875364788,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:24,5,"Imported from old, last updated: [2021-06-29 14:59:29.158773]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1091,"26th St South",39.3926400227,-74.3768924505,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:33,5,"Imported from old, last updated: [2021-06-29 14:59:29.230898]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1094,"26th Ave",39.3112420682,-74.5236473868,"Longport Borough","Atlantic County",Primary,Ocean,06/28/2021,08:02,5,"Imported from old, last updated: [2021-06-29 14:59:29.302991]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1095,Osborne,39.3231857357,-74.5037768227,"Margate City","Atlantic County",Primary,Ocean,06/28/2021,08:15,5,"Imported from old, last updated: [2021-06-29 14:59:29.372603]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1096,Washington,39.3305799340,-74.4891788525,"Ventnor City","Atlantic County",Primary,Ocean,06/28/2021,08:26,10,"Imported from old, last updated: [2021-06-29 14:59:29.443005]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1097,Dorset,39.3371354465,-74.4746197540,"Ventnor City","Atlantic County",Primary,Ocean,06/28/2021,08:33,5,"Imported from old, last updated: [2021-06-29 14:59:29.515565]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1099,"33rd St South",39.3890044376,-74.3814981278,"Brigantine City","Atlantic County",Primary,Ocean,06/28/2021,09:27,5,"Imported from old, last updated: [2021-06-29 14:59:29.583401]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,11:21,5,"Imported from old, last updated: [2021-06-29 14:59:41.462217]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1013,"Rhode Island Ave",39.3618950000,-74.4116350000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,11:15,5,"Imported from old, last updated: [2021-06-29 14:59:41.540969]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1015,Pennsylvania,39.3574183097,-74.4201620126,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:53,5,"Imported from old, last updated: [2021-06-29 14:59:41.615149]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1016,Arkansas,39.3534885419,-74.4331704463,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:25,5,"Imported from old, last updated: [2021-06-29 14:59:41.692973]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:03,5,"Imported from old, last updated: [2021-06-29 14:59:41.770129]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:39,5,"Imported from old, last updated: [2021-06-29 14:59:41.849091]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,11:09,5,"Imported from old, last updated: [2021-06-29 14:59:41.919259]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,11:05,5,"Imported from old, last updated: [2021-06-29 14:59:41.992711]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:47,5,"Imported from old, last updated: [2021-06-29 14:59:42.066656]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:34,5,"Imported from old, last updated: [2021-06-29 14:59:42.148152]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1075,Missouri,39.3530789645,-74.4349704407,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:21,10,"Imported from old, last updated: [2021-06-29 14:59:42.224315]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:13,5,"Imported from old, last updated: [2021-06-29 14:59:42.296143]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:30,5,"Imported from old, last updated: [2021-06-29 14:59:42.370296]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:51,5,"Imported from old, last updated: [2021-06-29 14:59:42.443686]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:41,5,"Imported from old, last updated: [2021-06-29 14:59:42.515038]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1183S,"Virginia Ave",39.3581367615,-74.4186186034,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:59,5,"Imported from old, last updated: [2021-06-29 14:59:42.58887]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1185S,"New York Ave",39.3559294421,-74.4256051147,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:42,5,"Imported from old, last updated: [2021-06-29 14:59:42.66187]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:17,5,"Imported from old, last updated: [2021-06-29 14:59:42.737287]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,10:08,5,"Imported from old, last updated: [2021-06-29 14:59:42.813205]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1198S,"Sovereign Ave",39.3488980000,-74.4478360000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:58,5,"Imported from old, last updated: [2021-06-29 14:59:42.883833]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:53,5,"Imported from old, last updated: [2021-06-29 14:59:42.955649]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1202S,"Dover Ave",39.3459490000,-74.4547370000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:49,5,"Imported from old, last updated: [2021-06-29 14:59:43.030657]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:37,5,"Imported from old, last updated: [2021-06-29 14:59:43.103252]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1229,"Annapolis Ave",39.3454232676,-74.4561135285,"Atlantic City","Atlantic County",Primary,Ocean,06/28/2021,09:45,5,"Imported from old, last updated: [2021-06-29 14:59:43.175381]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1001,Broadway,40.0998269920,-74.0322822316,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,06/28/2021,06:55,10,"Imported from old, last updated: [2021-06-29 15:00:05.651038]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1002,Central,40.0930362423,-74.0350908648,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,06/28/2021,07:07,10,"Imported from old, last updated: [2021-06-29 15:00:05.769165]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1005,Johnson,40.0628773666,-74.0430808143,"Bay Head Borough","Ocean County",Primary,Ocean,06/28/2021,07:41,10,"Imported from old, last updated: [2021-06-29 15:00:05.865115]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1012,Lyman,40.0504292386,-74.0462171769,"Mantoloking Borough","Ocean County",Primary,Ocean,06/28/2021,07:50,10,"Imported from old, last updated: [2021-06-29 15:00:05.942348]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1014,Princeton,40.0339088342,-74.0500210394,"Mantoloking Borough","Ocean County",Primary,Ocean,06/28/2021,08:01,10,"Imported from old, last updated: [2021-06-29 15:00:06.018654]",CFU/100mL,Enterococcus,K
